"country","ccode","electricity.source","year","value","series","unit","country.year","ccode.year"
"Congo, Rep.","COG","Renewables","2006",0,"electricity source","percent","Congo, Rep..2006","COG.2006"
"Congo, Rep.","COG","Renewables","2007",0,"electricity source","percent","Congo, Rep..2007","COG.2007"
"Congo, Rep.","COG","Renewables","2008",0,"electricity source","percent","Congo, Rep..2008","COG.2008"
"Congo, Rep.","COG","Renewables","2009",0,"electricity source","percent","Congo, Rep..2009","COG.2009"
"Congo, Rep.","COG","Renewables","2010",0,"electricity source","percent","Congo, Rep..2010","COG.2010"
"Congo, Rep.","COG","Renewables","2011",0,"electricity source","percent","Congo, Rep..2011","COG.2011"
"Congo, Rep.","COG","Renewables","2012",0,"electricity source","percent","Congo, Rep..2012","COG.2012"
"Congo, Rep.","COG","Renewables","2013",0,"electricity source","percent","Congo, Rep..2013","COG.2013"
"Congo, Rep.","COG","Renewables","2014",0,"electricity source","percent","Congo, Rep..2014","COG.2014"
"Congo, Rep.","COG","Renewables","2015",0,"electricity source","percent","Congo, Rep..2015","COG.2015"
"Congo, Rep.","COG","Renewables","2016",NA,"electricity source","percent","Congo, Rep..2016","COG.2016"
"Congo, Rep.","COG","Renewables","2017",NA,"electricity source","percent","Congo, Rep..2017","COG.2017"
"Congo, Rep.","COG","Renewables","2018",NA,"electricity source","percent","Congo, Rep..2018","COG.2018"
"Cote d'Ivoire","CIV","Coal","1999",0,"electricity source","percent","Cote d'Ivoire.1999","CIV.1999"
"Cote d'Ivoire","CIV","Coal","2000",0,"electricity source","percent","Cote d'Ivoire.2000","CIV.2000"
"Cote d'Ivoire","CIV","Coal","2001",0,"electricity source","percent","Cote d'Ivoire.2001","CIV.2001"
"Cote d'Ivoire","CIV","Coal","2002",0,"electricity source","percent","Cote d'Ivoire.2002","CIV.2002"
"Cote d'Ivoire","CIV","Coal","2003",0,"electricity source","percent","Cote d'Ivoire.2003","CIV.2003"
"Cote d'Ivoire","CIV","Coal","2004",0,"electricity source","percent","Cote d'Ivoire.2004","CIV.2004"
"Cote d'Ivoire","CIV","Coal","2005",0,"electricity source","percent","Cote d'Ivoire.2005","CIV.2005"
"Cote d'Ivoire","CIV","Coal","2006",0,"electricity source","percent","Cote d'Ivoire.2006","CIV.2006"
"Cote d'Ivoire","CIV","Coal","2007",0,"electricity source","percent","Cote d'Ivoire.2007","CIV.2007"
"Cote d'Ivoire","CIV","Coal","2008",0,"electricity source","percent","Cote d'Ivoire.2008","CIV.2008"
"Cote d'Ivoire","CIV","Coal","2009",0,"electricity source","percent","Cote d'Ivoire.2009","CIV.2009"
"Cote d'Ivoire","CIV","Coal","2010",0,"electricity source","percent","Cote d'Ivoire.2010","CIV.2010"
"Cote d'Ivoire","CIV","Coal","2011",0,"electricity source","percent","Cote d'Ivoire.2011","CIV.2011"
"Cote d'Ivoire","CIV","Coal","2012",0,"electricity source","percent","Cote d'Ivoire.2012","CIV.2012"
"Cote d'Ivoire","CIV","Coal","2013",0,"electricity source","percent","Cote d'Ivoire.2013","CIV.2013"
"Cote d'Ivoire","CIV","Coal","2014",0,"electricity source","percent","Cote d'Ivoire.2014","CIV.2014"
"Cote d'Ivoire","CIV","Coal","2015",0,"electricity source","percent","Cote d'Ivoire.2015","CIV.2015"
"Cote d'Ivoire","CIV","Coal","2016",NA,"electricity source","percent","Cote d'Ivoire.2016","CIV.2016"
"Cote d'Ivoire","CIV","Coal","2017",NA,"electricity source","percent","Cote d'Ivoire.2017","CIV.2017"
"Cote d'Ivoire","CIV","Coal","2018",NA,"electricity source","percent","Cote d'Ivoire.2018","CIV.2018"
"Cote d'Ivoire","CIV","Hydro","1999",0.36412705003114,"electricity source","percent","Cote d'Ivoire.1999","CIV.1999"
"Cote d'Ivoire","CIV","Hydro","2000",0.3675,"electricity source","percent","Cote d'Ivoire.2000","CIV.2000"
"Cote d'Ivoire","CIV","Hydro","2001",0.368474923234391,"electricity source","percent","Cote d'Ivoire.2001","CIV.2001"
"Cote d'Ivoire","CIV","Hydro","2002",0.326596146581035,"electricity source","percent","Cote d'Ivoire.2002","CIV.2002"
"Cote d'Ivoire","CIV","Hydro","2003",0.360133674071162,"electricity source","percent","Cote d'Ivoire.2003","CIV.2003"
"Cote d'Ivoire","CIV","Hydro","2004",0.317241379310345,"electricity source","percent","Cote d'Ivoire.2004","CIV.2004"
"Cote d'Ivoire","CIV","Hydro","2005",0.252948424573139,"electricity source","percent","Cote d'Ivoire.2005","CIV.2005"
"Cote d'Ivoire","CIV","Hydro","2006",0.267020335985853,"electricity source","percent","Cote d'Ivoire.2006","CIV.2006"
"Cote d'Ivoire","CIV","Hydro","2007",0.319126265316995,"electricity source","percent","Cote d'Ivoire.2007","CIV.2007"
"Cote d'Ivoire","CIV","Hydro","2008",0.327241379310345,"electricity source","percent","Cote d'Ivoire.2008","CIV.2008"
"Cote d'Ivoire","CIV","Hydro","2009",0.362970533128939,"electricity source","percent","Cote d'Ivoire.2009","CIV.2009"
"Cote d'Ivoire","CIV","Hydro","2010",0.271248952221291,"electricity source","percent","Cote d'Ivoire.2010","CIV.2010"
"Cote d'Ivoire","CIV","Hydro","2011",0.290867355304148,"electricity source","percent","Cote d'Ivoire.2011","CIV.2011"
"Cote d'Ivoire","CIV","Hydro","2012",0.254988597491448,"electricity source","percent","Cote d'Ivoire.2012","CIV.2012"
"Cote d'Ivoire","CIV","Hydro","2013",0.209934640522876,"electricity source","percent","Cote d'Ivoire.2013","CIV.2013"
"Cote d'Ivoire","CIV","Hydro","2014",0.230871349263819,"electricity source","percent","Cote d'Ivoire.2014","CIV.2014"
"Cote d'Ivoire","CIV","Hydro","2015",0.155206061301802,"electricity source","percent","Cote d'Ivoire.2015","CIV.2015"
"Cote d'Ivoire","CIV","Hydro","2016",NA,"electricity source","percent","Cote d'Ivoire.2016","CIV.2016"
"Cote d'Ivoire","CIV","Hydro","2017",NA,"electricity source","percent","Cote d'Ivoire.2017","CIV.2017"
"Cote d'Ivoire","CIV","Hydro","2018",NA,"electricity source","percent","Cote d'Ivoire.2018","CIV.2018"
"Cote d'Ivoire","CIV","Gas","1999",0.586257006435541,"electricity source","percent","Cote d'Ivoire.1999","CIV.1999"
"Cote d'Ivoire","CIV","Gas","2000",0.629791666666667,"electricity source","percent","Cote d'Ivoire.2000","CIV.2000"
"Cote d'Ivoire","CIV","Gas","2001",0.628863868986694,"electricity source","percent","Cote d'Ivoire.2001","CIV.2001"
"Cote d'Ivoire","CIV","Gas","2002",0.670948243294295,"electricity source","percent","Cote d'Ivoire.2002","CIV.2002"
"Cote d'Ivoire","CIV","Gas","2003",0.638686848830352,"electricity source","percent","Cote d'Ivoire.2003","CIV.2003"
"Cote d'Ivoire","CIV","Gas","2004",0.661887477313975,"electricity source","percent","Cote d'Ivoire.2004","CIV.2004"
"Cote d'Ivoire","CIV","Gas","2005",0.726456609751804,"electricity source","percent","Cote d'Ivoire.2005","CIV.2005"
"Cote d'Ivoire","CIV","Gas","2006",0.710344827586207,"electricity source","percent","Cote d'Ivoire.2006","CIV.2006"
"Cote d'Ivoire","CIV","Gas","2007",0.657254484105843,"electricity source","percent","Cote d'Ivoire.2007","CIV.2007"
"Cote d'Ivoire","CIV","Gas","2008",0.650862068965517,"electricity source","percent","Cote d'Ivoire.2008","CIV.2008"
"Cote d'Ivoire","CIV","Gas","2009",0.622721853176631,"electricity source","percent","Cote d'Ivoire.2009","CIV.2009"
"Cote d'Ivoire","CIV","Gas","2010",0.702933780385582,"electricity source","percent","Cote d'Ivoire.2010","CIV.2010"
"Cote d'Ivoire","CIV","Gas","2011",0.693228398098049,"electricity source","percent","Cote d'Ivoire.2011","CIV.2011"
"Cote d'Ivoire","CIV","Gas","2012",0.674600912200684,"electricity source","percent","Cote d'Ivoire.2012","CIV.2012"
"Cote d'Ivoire","CIV","Gas","2013",0.754509803921569,"electricity source","percent","Cote d'Ivoire.2013","CIV.2013"
"Cote d'Ivoire","CIV","Gas","2014",0.699372435433261,"electricity source","percent","Cote d'Ivoire.2014","CIV.2014"
"Cote d'Ivoire","CIV","Gas","2015",0.780507404431179,"electricity source","percent","Cote d'Ivoire.2015","CIV.2015"
"Cote d'Ivoire","CIV","Gas","2016",NA,"electricity source","percent","Cote d'Ivoire.2016","CIV.2016"
"Cote d'Ivoire","CIV","Gas","2017",NA,"electricity source","percent","Cote d'Ivoire.2017","CIV.2017"
"Cote d'Ivoire","CIV","Gas","2018",NA,"electricity source","percent","Cote d'Ivoire.2018","CIV.2018"
"Cote d'Ivoire","CIV","Nuclear","1999",0,"electricity source","percent","Cote d'Ivoire.1999","CIV.1999"
"Cote d'Ivoire","CIV","Nuclear","2000",0,"electricity source","percent","Cote d'Ivoire.2000","CIV.2000"
"Cote d'Ivoire","CIV","Nuclear","2001",0,"electricity source","percent","Cote d'Ivoire.2001","CIV.2001"
"Cote d'Ivoire","CIV","Nuclear","2002",0,"electricity source","percent","Cote d'Ivoire.2002","CIV.2002"
"Cote d'Ivoire","CIV","Nuclear","2003",0,"electricity source","percent","Cote d'Ivoire.2003","CIV.2003"
"Cote d'Ivoire","CIV","Nuclear","2004",0,"electricity source","percent","Cote d'Ivoire.2004","CIV.2004"
"Cote d'Ivoire","CIV","Nuclear","2005",0,"electricity source","percent","Cote d'Ivoire.2005","CIV.2005"
"Cote d'Ivoire","CIV","Nuclear","2006",0,"electricity source","percent","Cote d'Ivoire.2006","CIV.2006"
"Cote d'Ivoire","CIV","Nuclear","2007",0,"electricity source","percent","Cote d'Ivoire.2007","CIV.2007"
"Cote d'Ivoire","CIV","Nuclear","2008",0,"electricity source","percent","Cote d'Ivoire.2008","CIV.2008"
"Cote d'Ivoire","CIV","Nuclear","2009",0,"electricity source","percent","Cote d'Ivoire.2009","CIV.2009"
"Cote d'Ivoire","CIV","Nuclear","2010",0,"electricity source","percent","Cote d'Ivoire.2010","CIV.2010"
"Cote d'Ivoire","CIV","Nuclear","2011",0,"electricity source","percent","Cote d'Ivoire.2011","CIV.2011"
"Cote d'Ivoire","CIV","Nuclear","2012",0,"electricity source","percent","Cote d'Ivoire.2012","CIV.2012"
"Cote d'Ivoire","CIV","Nuclear","2013",0,"electricity source","percent","Cote d'Ivoire.2013","CIV.2013"
"Cote d'Ivoire","CIV","Nuclear","2014",0,"electricity source","percent","Cote d'Ivoire.2014","CIV.2014"
"Cote d'Ivoire","CIV","Nuclear","2015",NA,"electricity source","percent","Cote d'Ivoire.2015","CIV.2015"
"Cote d'Ivoire","CIV","Nuclear","2016",NA,"electricity source","percent","Cote d'Ivoire.2016","CIV.2016"
"Cote d'Ivoire","CIV","Nuclear","2017",NA,"electricity source","percent","Cote d'Ivoire.2017","CIV.2017"
"Cote d'Ivoire","CIV","Nuclear","2018",NA,"electricity source","percent","Cote d'Ivoire.2018","CIV.2018"
"Cote d'Ivoire","CIV","Oil","1999",0.0496159435333195,"electricity source","percent","Cote d'Ivoire.1999","CIV.1999"
"Cote d'Ivoire","CIV","Oil","2000",0.00270833333333333,"electricity source","percent","Cote d'Ivoire.2000","CIV.2000"
"Cote d'Ivoire","CIV","Oil","2001",0.00266120777891505,"electricity source","percent","Cote d'Ivoire.2001","CIV.2001"
"Cote d'Ivoire","CIV","Oil","2002",0.00245561012466944,"electricity source","percent","Cote d'Ivoire.2002","CIV.2002"
"Cote d'Ivoire","CIV","Oil","2003",0.00117947709848634,"electricity source","percent","Cote d'Ivoire.2003","CIV.2003"
"Cote d'Ivoire","CIV","Oil","2004",0.0014519056261343,"electricity source","percent","Cote d'Ivoire.2004","CIV.2004"
"Cote d'Ivoire","CIV","Oil","2005",0.00123217743355043,"electricity source","percent","Cote d'Ivoire.2005","CIV.2005"
"Cote d'Ivoire","CIV","Oil","2006",0.00282935455349248,"electricity source","percent","Cote d'Ivoire.2006","CIV.2006"
"Cote d'Ivoire","CIV","Oil","2007",0.00319659030367608,"electricity source","percent","Cote d'Ivoire.2007","CIV.2007"
"Cote d'Ivoire","CIV","Oil","2008",0.00155172413793103,"electricity source","percent","Cote d'Ivoire.2008","CIV.2008"
"Cote d'Ivoire","CIV","Oil","2009",0.00204394481349004,"electricity source","percent","Cote d'Ivoire.2009","CIV.2009"
"Cote d'Ivoire","CIV","Oil","2010",0.0142497904442582,"electricity source","percent","Cote d'Ivoire.2010","CIV.2010"
"Cote d'Ivoire","CIV","Oil","2011",0.00541072306935563,"electricity source","percent","Cote d'Ivoire.2011","CIV.2011"
"Cote d'Ivoire","CIV","Oil","2012",0.0610034207525656,"electricity source","percent","Cote d'Ivoire.2012","CIV.2012"
"Cote d'Ivoire","CIV","Oil","2013",0.0266666666666667,"electricity source","percent","Cote d'Ivoire.2013","CIV.2013"
"Cote d'Ivoire","CIV","Oil","2014",0.0613082307506638,"electricity source","percent","Cote d'Ivoire.2014","CIV.2014"
"Cote d'Ivoire","CIV","Oil","2015",0.0522328090919527,"electricity source","percent","Cote d'Ivoire.2015","CIV.2015"
"Cote d'Ivoire","CIV","Oil","2016",NA,"electricity source","percent","Cote d'Ivoire.2016","CIV.2016"
"Cote d'Ivoire","CIV","Oil","2017",NA,"electricity source","percent","Cote d'Ivoire.2017","CIV.2017"
"Cote d'Ivoire","CIV","Oil","2018",NA,"electricity source","percent","Cote d'Ivoire.2018","CIV.2018"
"Cote d'Ivoire","CIV","Renewables","1999",0,"electricity source","percent","Cote d'Ivoire.1999","CIV.1999"
"Cote d'Ivoire","CIV","Renewables","2000",0,"electricity source","percent","Cote d'Ivoire.2000","CIV.2000"
"Cote d'Ivoire","CIV","Renewables","2001",0,"electricity source","percent","Cote d'Ivoire.2001","CIV.2001"
"Cote d'Ivoire","CIV","Renewables","2002",0,"electricity source","percent","Cote d'Ivoire.2002","CIV.2002"
"Cote d'Ivoire","CIV","Renewables","2003",0,"electricity source","percent","Cote d'Ivoire.2003","CIV.2003"
"Cote d'Ivoire","CIV","Renewables","2004",0.0194192377495463,"electricity source","percent","Cote d'Ivoire.2004","CIV.2004"
"Cote d'Ivoire","CIV","Renewables","2005",0.0193627882415068,"electricity source","percent","Cote d'Ivoire.2005","CIV.2005"
"Cote d'Ivoire","CIV","Renewables","2006",0.0198054818744474,"electricity source","percent","Cote d'Ivoire.2006","CIV.2006"
"Cote d'Ivoire","CIV","Renewables","2007",0.0204226602734861,"electricity source","percent","Cote d'Ivoire.2007","CIV.2007"
"Cote d'Ivoire","CIV","Renewables","2008",0.0203448275862069,"electricity source","percent","Cote d'Ivoire.2008","CIV.2008"
"Cote d'Ivoire","CIV","Renewables","2009",0.0122636688809402,"electricity source","percent","Cote d'Ivoire.2009","CIV.2009"
"Cote d'Ivoire","CIV","Renewables","2010",0.0115674769488684,"electricity source","percent","Cote d'Ivoire.2010","CIV.2010"
"Cote d'Ivoire","CIV","Renewables","2011",0.0104935235284473,"electricity source","percent","Cote d'Ivoire.2011","CIV.2011"
"Cote d'Ivoire","CIV","Renewables","2012",0.00940706955530217,"electricity source","percent","Cote d'Ivoire.2012","CIV.2012"
"Cote d'Ivoire","CIV","Renewables","2013",0.00888888888888889,"electricity source","percent","Cote d'Ivoire.2013","CIV.2013"
"Cote d'Ivoire","CIV","Renewables","2014",0.00844798455225682,"electricity source","percent","Cote d'Ivoire.2014","CIV.2014"
"Cote d'Ivoire","CIV","Renewables","2015",0.012053725175066,"electricity source","percent","Cote d'Ivoire.2015","CIV.2015"
"Cote d'Ivoire","CIV","Renewables","2016",NA,"electricity source","percent","Cote d'Ivoire.2016","CIV.2016"
"Cote d'Ivoire","CIV","Renewables","2017",NA,"electricity source","percent","Cote d'Ivoire.2017","CIV.2017"
"Cote d'Ivoire","CIV","Renewables","2018",NA,"electricity source","percent","Cote d'Ivoire.2018","CIV.2018"
"Eritrea","ERI","Coal","1999",0,"electricity source","percent","Eritrea.1999","ERI.1999"
"Eritrea","ERI","Coal","2000",0,"electricity source","percent","Eritrea.2000","ERI.2000"
"Eritrea","ERI","Coal","2001",0,"electricity source","percent","Eritrea.2001","ERI.2001"
"Eritrea","ERI","Coal","2002",0,"electricity source","percent","Eritrea.2002","ERI.2002"
"Eritrea","ERI","Coal","2003",0,"electricity source","percent","Eritrea.2003","ERI.2003"
"Eritrea","ERI","Coal","2004",0,"electricity source","percent","Eritrea.2004","ERI.2004"
"Eritrea","ERI","Coal","2005",0,"electricity source","percent","Eritrea.2005","ERI.2005"
"Eritrea","ERI","Coal","2006",0,"electricity source","percent","Eritrea.2006","ERI.2006"
"Eritrea","ERI","Coal","2007",0,"electricity source","percent","Eritrea.2007","ERI.2007"
"Eritrea","ERI","Coal","2008",0,"electricity source","percent","Eritrea.2008","ERI.2008"
"Eritrea","ERI","Coal","2009",0,"electricity source","percent","Eritrea.2009","ERI.2009"
"Eritrea","ERI","Coal","2010",0,"electricity source","percent","Eritrea.2010","ERI.2010"
"Eritrea","ERI","Coal","2011",0,"electricity source","percent","Eritrea.2011","ERI.2011"
"Eritrea","ERI","Coal","2012",0,"electricity source","percent","Eritrea.2012","ERI.2012"
"Eritrea","ERI","Coal","2013",0,"electricity source","percent","Eritrea.2013","ERI.2013"
"Eritrea","ERI","Coal","2014",0,"electricity source","percent","Eritrea.2014","ERI.2014"
"Eritrea","ERI","Coal","2015",0,"electricity source","percent","Eritrea.2015","ERI.2015"
"Eritrea","ERI","Coal","2016",NA,"electricity source","percent","Eritrea.2016","ERI.2016"
"Eritrea","ERI","Coal","2017",NA,"electricity source","percent","Eritrea.2017","ERI.2017"
"Eritrea","ERI","Coal","2018",NA,"electricity source","percent","Eritrea.2018","ERI.2018"
"Eritrea","ERI","Hydro","1999",0,"electricity source","percent","Eritrea.1999","ERI.1999"
"Eritrea","ERI","Hydro","2000",0,"electricity source","percent","Eritrea.2000","ERI.2000"
"Eritrea","ERI","Hydro","2001",0,"electricity source","percent","Eritrea.2001","ERI.2001"
"Eritrea","ERI","Hydro","2002",0,"electricity source","percent","Eritrea.2002","ERI.2002"
"Eritrea","ERI","Hydro","2003",0,"electricity source","percent","Eritrea.2003","ERI.2003"
"Eritrea","ERI","Hydro","2004",0,"electricity source","percent","Eritrea.2004","ERI.2004"
"Eritrea","ERI","Hydro","2005",0,"electricity source","percent","Eritrea.2005","ERI.2005"
"Eritrea","ERI","Hydro","2006",0,"electricity source","percent","Eritrea.2006","ERI.2006"
"Eritrea","ERI","Hydro","2007",0,"electricity source","percent","Eritrea.2007","ERI.2007"
"Eritrea","ERI","Hydro","2008",0,"electricity source","percent","Eritrea.2008","ERI.2008"
"Eritrea","ERI","Hydro","2009",0,"electricity source","percent","Eritrea.2009","ERI.2009"
"Eritrea","ERI","Hydro","2010",0,"electricity source","percent","Eritrea.2010","ERI.2010"
"Eritrea","ERI","Hydro","2011",0,"electricity source","percent","Eritrea.2011","ERI.2011"
"Eritrea","ERI","Hydro","2012",0,"electricity source","percent","Eritrea.2012","ERI.2012"
"Eritrea","ERI","Hydro","2013",0,"electricity source","percent","Eritrea.2013","ERI.2013"
"Eritrea","ERI","Hydro","2014",0,"electricity source","percent","Eritrea.2014","ERI.2014"
"Eritrea","ERI","Hydro","2015",0,"electricity source","percent","Eritrea.2015","ERI.2015"
"Eritrea","ERI","Hydro","2016",NA,"electricity source","percent","Eritrea.2016","ERI.2016"
"Eritrea","ERI","Hydro","2017",NA,"electricity source","percent","Eritrea.2017","ERI.2017"
"Eritrea","ERI","Hydro","2018",NA,"electricity source","percent","Eritrea.2018","ERI.2018"
"Eritrea","ERI","Gas","1999",0,"electricity source","percent","Eritrea.1999","ERI.1999"
"Eritrea","ERI","Gas","2000",0,"electricity source","percent","Eritrea.2000","ERI.2000"
"Eritrea","ERI","Gas","2001",0,"electricity source","percent","Eritrea.2001","ERI.2001"
"Eritrea","ERI","Gas","2002",0,"electricity source","percent","Eritrea.2002","ERI.2002"
"Eritrea","ERI","Gas","2003",0,"electricity source","percent","Eritrea.2003","ERI.2003"
"Eritrea","ERI","Gas","2004",0,"electricity source","percent","Eritrea.2004","ERI.2004"
"Eritrea","ERI","Gas","2005",0,"electricity source","percent","Eritrea.2005","ERI.2005"
"Eritrea","ERI","Gas","2006",0,"electricity source","percent","Eritrea.2006","ERI.2006"
"Eritrea","ERI","Gas","2007",0,"electricity source","percent","Eritrea.2007","ERI.2007"
"Eritrea","ERI","Gas","2008",0,"electricity source","percent","Eritrea.2008","ERI.2008"
"Eritrea","ERI","Gas","2009",0,"electricity source","percent","Eritrea.2009","ERI.2009"
"Eritrea","ERI","Gas","2010",0,"electricity source","percent","Eritrea.2010","ERI.2010"
"Eritrea","ERI","Gas","2011",0,"electricity source","percent","Eritrea.2011","ERI.2011"
"Eritrea","ERI","Gas","2012",0,"electricity source","percent","Eritrea.2012","ERI.2012"
"Eritrea","ERI","Gas","2013",0,"electricity source","percent","Eritrea.2013","ERI.2013"
"Eritrea","ERI","Gas","2014",0,"electricity source","percent","Eritrea.2014","ERI.2014"
"Eritrea","ERI","Gas","2015",0,"electricity source","percent","Eritrea.2015","ERI.2015"
"Eritrea","ERI","Gas","2016",NA,"electricity source","percent","Eritrea.2016","ERI.2016"
"Eritrea","ERI","Gas","2017",NA,"electricity source","percent","Eritrea.2017","ERI.2017"
"Eritrea","ERI","Gas","2018",NA,"electricity source","percent","Eritrea.2018","ERI.2018"
"Eritrea","ERI","Nuclear","1999",0,"electricity source","percent","Eritrea.1999","ERI.1999"
"Eritrea","ERI","Nuclear","2000",0,"electricity source","percent","Eritrea.2000","ERI.2000"
"Eritrea","ERI","Nuclear","2001",0,"electricity source","percent","Eritrea.2001","ERI.2001"
"Eritrea","ERI","Nuclear","2002",0,"electricity source","percent","Eritrea.2002","ERI.2002"
"Eritrea","ERI","Nuclear","2003",0,"electricity source","percent","Eritrea.2003","ERI.2003"
"Eritrea","ERI","Nuclear","2004",0,"electricity source","percent","Eritrea.2004","ERI.2004"
"Eritrea","ERI","Nuclear","2005",0,"electricity source","percent","Eritrea.2005","ERI.2005"
"Eritrea","ERI","Nuclear","2006",0,"electricity source","percent","Eritrea.2006","ERI.2006"
"Eritrea","ERI","Nuclear","2007",0,"electricity source","percent","Eritrea.2007","ERI.2007"
"Eritrea","ERI","Nuclear","2008",0,"electricity source","percent","Eritrea.2008","ERI.2008"
"Eritrea","ERI","Nuclear","2009",0,"electricity source","percent","Eritrea.2009","ERI.2009"
"Eritrea","ERI","Nuclear","2010",0,"electricity source","percent","Eritrea.2010","ERI.2010"
"Eritrea","ERI","Nuclear","2011",0,"electricity source","percent","Eritrea.2011","ERI.2011"
"Eritrea","ERI","Nuclear","2012",0,"electricity source","percent","Eritrea.2012","ERI.2012"
"Eritrea","ERI","Nuclear","2013",0,"electricity source","percent","Eritrea.2013","ERI.2013"
"Eritrea","ERI","Nuclear","2014",0,"electricity source","percent","Eritrea.2014","ERI.2014"
"Eritrea","ERI","Nuclear","2015",NA,"electricity source","percent","Eritrea.2015","ERI.2015"
"Eritrea","ERI","Nuclear","2016",NA,"electricity source","percent","Eritrea.2016","ERI.2016"
"Eritrea","ERI","Nuclear","2017",NA,"electricity source","percent","Eritrea.2017","ERI.2017"
"Eritrea","ERI","Nuclear","2018",NA,"electricity source","percent","Eritrea.2018","ERI.2018"
"Eritrea","ERI","Oil","1999",0.995327102803738,"electricity source","percent","Eritrea.1999","ERI.1999"
"Eritrea","ERI","Oil","2000",0.995238095238095,"electricity source","percent","Eritrea.2000","ERI.2000"
"Eritrea","ERI","Oil","2001",0.995708154506438,"electricity source","percent","Eritrea.2001","ERI.2001"
"Eritrea","ERI","Oil","2002",0.996138996138996,"electricity source","percent","Eritrea.2002","ERI.2002"
"Eritrea","ERI","Oil","2003",0.996389891696751,"electricity source","percent","Eritrea.2003","ERI.2003"
"Eritrea","ERI","Oil","2004",0.996466431095406,"electricity source","percent","Eritrea.2004","ERI.2004"
"Eritrea","ERI","Oil","2005",0.996527777777778,"electricity source","percent","Eritrea.2005","ERI.2005"
"Eritrea","ERI","Oil","2006",0.992565055762082,"electricity source","percent","Eritrea.2006","ERI.2006"
"Eritrea","ERI","Oil","2007",0.993055555555556,"electricity source","percent","Eritrea.2007","ERI.2007"
"Eritrea","ERI","Oil","2008",0.993031358885017,"electricity source","percent","Eritrea.2008","ERI.2008"
"Eritrea","ERI","Oil","2009",0.993220338983051,"electricity source","percent","Eritrea.2009","ERI.2009"
"Eritrea","ERI","Oil","2010",0.993569131832797,"electricity source","percent","Eritrea.2010","ERI.2010"
"Eritrea","ERI","Oil","2011",0.99406528189911,"electricity source","percent","Eritrea.2011","ERI.2011"
"Eritrea","ERI","Oil","2012",0.994428969359331,"electricity source","percent","Eritrea.2012","ERI.2012"
"Eritrea","ERI","Oil","2013",0.994594594594595,"electricity source","percent","Eritrea.2013","ERI.2013"
"Eritrea","ERI","Oil","2014",0.994845360824742,"electricity source","percent","Eritrea.2014","ERI.2014"
"Eritrea","ERI","Oil","2015",0.995073891625616,"electricity source","percent","Eritrea.2015","ERI.2015"
"Eritrea","ERI","Oil","2016",NA,"electricity source","percent","Eritrea.2016","ERI.2016"
"Eritrea","ERI","Oil","2017",NA,"electricity source","percent","Eritrea.2017","ERI.2017"
"Eritrea","ERI","Oil","2018",NA,"electricity source","percent","Eritrea.2018","ERI.2018"
"Eritrea","ERI","Renewables","1999",0.00467289719626168,"electricity source","percent","Eritrea.1999","ERI.1999"
"Eritrea","ERI","Renewables","2000",0.00476190476190476,"electricity source","percent","Eritrea.2000","ERI.2000"
"Eritrea","ERI","Renewables","2001",0.00429184549356223,"electricity source","percent","Eritrea.2001","ERI.2001"
"Eritrea","ERI","Renewables","2002",0.00386100386100386,"electricity source","percent","Eritrea.2002","ERI.2002"
"Eritrea","ERI","Renewables","2003",0.0036101083032491,"electricity source","percent","Eritrea.2003","ERI.2003"
"Eritrea","ERI","Renewables","2004",0.00353356890459364,"electricity source","percent","Eritrea.2004","ERI.2004"
"Eritrea","ERI","Renewables","2005",0.00347222222222222,"electricity source","percent","Eritrea.2005","ERI.2005"
"Eritrea","ERI","Renewables","2006",0.00743494423791822,"electricity source","percent","Eritrea.2006","ERI.2006"
"Eritrea","ERI","Renewables","2007",0.00694444444444444,"electricity source","percent","Eritrea.2007","ERI.2007"
"Eritrea","ERI","Renewables","2008",0.00696864111498258,"electricity source","percent","Eritrea.2008","ERI.2008"
"Eritrea","ERI","Renewables","2009",0.00677966101694915,"electricity source","percent","Eritrea.2009","ERI.2009"
"Eritrea","ERI","Renewables","2010",0.00643086816720257,"electricity source","percent","Eritrea.2010","ERI.2010"
"Eritrea","ERI","Renewables","2011",0.00593471810089021,"electricity source","percent","Eritrea.2011","ERI.2011"
"Eritrea","ERI","Renewables","2012",0.00557103064066852,"electricity source","percent","Eritrea.2012","ERI.2012"
"Eritrea","ERI","Renewables","2013",0.00540540540540541,"electricity source","percent","Eritrea.2013","ERI.2013"
"Eritrea","ERI","Renewables","2014",0.00515463917525773,"electricity source","percent","Eritrea.2014","ERI.2014"
"Eritrea","ERI","Renewables","2015",0.00492610837438424,"electricity source","percent","Eritrea.2015","ERI.2015"
"Eritrea","ERI","Renewables","2016",NA,"electricity source","percent","Eritrea.2016","ERI.2016"
"Eritrea","ERI","Renewables","2017",NA,"electricity source","percent","Eritrea.2017","ERI.2017"
"Eritrea","ERI","Renewables","2018",NA,"electricity source","percent","Eritrea.2018","ERI.2018"
"Ethiopia","ETH","Coal","1999",0,"electricity source","percent","Ethiopia.1999","ETH.1999"
"Ethiopia","ETH","Coal","2000",0,"electricity source","percent","Ethiopia.2000","ETH.2000"
"Ethiopia","ETH","Coal","2001",0,"electricity source","percent","Ethiopia.2001","ETH.2001"
"Ethiopia","ETH","Coal","2002",0,"electricity source","percent","Ethiopia.2002","ETH.2002"
"Ethiopia","ETH","Coal","2003",0,"electricity source","percent","Ethiopia.2003","ETH.2003"
