Country Name,Country Code,Series Name,Series Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019]
France,FRA,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,..,..,..,..,..,..,..,3.6746,..,..,..,3.1561,3.1711,3.1835,3.2117,3.2237,3.2349,..,..,..
French Polynesia,PYF,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
French Polynesia,PYF,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,1.697,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Gabon,GAB,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,..,..,..,..,..,2,..,1.3,..,6.3,..,..,..,..,..,..,..,..,..
Gabon,GAB,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,..,..,..,..,0.2895,..,..,..,..,..,..,..,..,..,..,..,0.3611,..,..,..
"Gambia, The",GMB,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,..,..,..,..,0.8,..,..,..,1.1,..,1.1,..,..,..,..,..,..,..,..
"Gambia, The",GMB,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,..,..,..,0.1152,0.1187,0.1149,0.1174,0.1033,0.1102,..,0.038,..,..,..,..,0.1077,..,..,..,..
Georgia,GEO,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,4.8,4.5,4.2,4.2,4.1,3.9,3.7,3.3,3.2,3.1,3,2.8,2.5,2.6,..,..,..,..,..,..
Georgia,GEO,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,4.731,4.295,3.907,4.089,..,..,4.65,4.538,4.6661,4.8065,4.3073,4.4029,4.4392,4.5177,4.8267,5.0976,..,..,..,..
Germany,DEU,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,9.1,9,8.9,8.7,8.6,8.5,8.3,8.2,8.2,8.2,8.2,8.2,8.2,8.3,..,..,..,..,..,..
Germany,DEU,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,3.3,3.3,3.3,3.369,..,..,3.44,3.483,3.531,..,3.7536,3.8454,3.9152,4.0043,4.0827,4.1383,4.2087,..,..,..
Ghana,GHA,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,..,..,..,..,0.9,..,..,..,0.9,..,0.9,..,..,..,..,..,..,..,..
Ghana,GHA,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,..,..,0.09,..,0.1544,..,..,0.0733,0.111,0.085,0.0949,..,..,0.1686,..,..,0.1283,0.18,..,..
Gibraltar,GIB,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Gibraltar,GIB,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Greece,GRC,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,4.7,4.8,4.7,4.7,4.7,4.7,4.8,4.8,4.8,4.8,4.8,4.5,4.4,..,..,4.3,..,..,..,..
Greece,GRC,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,4.3,4.38,..,..,..,5,5.35,..,6.043,..,6.0515,6.0786,6.0831,6.0846,6.1082,..,4.592,..,..,..
Greenland,GRL,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Greenland,GRL,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Grenada,GRD,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,6.2,..,6.9,5.6999998093,..,4.1,..,2.6,2.6,2.4,..,3.5,3.5,3.7,3.7,..,..,..,..,..
Grenada,GRD,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,0.5709,0.5697,0.5681,0.5664,..,..,0.668,..,..,..,..,..,..,..,..,..,..,1.4471,..,..
Guam,GUM,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guam,GUM,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guatemala,GTM,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,..,0.5,..,..,0.7,..,0.7,0.6,0.6,0.6,0.6,0.6,..,0.6,..,..,..,..,..
Guatemala,GTM,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,..,..,..,..,..,..,..,..,..,0.9039,..,..,..,..,..,..,..,..,0.355,..
Guinea,GIN,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,..,..,..,..,0.3,..,..,..,..,..,0.3,..,..,..,..,..,..,..,..
Guinea,GIN,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,0.0867,..,..,..,0.104,0.0971,..,..,..,..,0.1,..,..,..,..,..,0.0788,..,..,..
Guinea-Bissau,GNB,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,..,..,..,..,..,..,0.7,..,1,..,..,..,..,..,..,..,..,..,..
Guinea-Bissau,GNB,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,..,..,..,..,0.1392,..,..,..,0.0527,0.0817,0.045,0.0626,..,..,..,0.2,..,..,..,..
Guyana,GUY,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,2.9,..,..,..,2.8,2.5,1.9,..,2,..,..,..,..,1.6,..,..,..,..,..
Guyana,GUY,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,0.4859,..,..,..,..,..,..,..,..,0.2159,0.6898,..,..,..,..,..,..,..,0.799,..
Haiti,HTI,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,0.7,..,..,..,..,..,..,1.3,..,..,..,..,..,0.7,..,..,..,..,..,..
Haiti,HTI,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,..,..,..,..,..,..,..,..,..,..,..,0.1372,..,..,..,..,..,..,0.2345,..
Honduras,HND,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,..,1,..,..,..,..,..,0.7,0.8,0.8,0.7,0.7,0.7,0.7,..,..,..,..,..
Honduras,HND,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,0.5634,..,..,..,..,0.3635,..,..,..,..,..,..,..,0.9999,..,..,0.6086,0.3144,..,..
"Hong Kong SAR, China",HKG,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Hong Kong SAR, China",HKG,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Hungary,HUN,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,8.2,7.9,7.9,7.9,7.9,7.9,8,7.2,7.1,7.1,7.2,7.2,7,7,..,..,..,..,..,..
Hungary,HUN,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,..,..,3.6679,3.7706,3.8435,3.2284,3.5076,3.2125,3.612,3.5341,2.8894,2.9803,3.1046,3.2259,3.3415,3.1159,3.2312,..,..,..
Iceland,ISL,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,..,7.5,..,..,..,5.3391,4.2,3.9,3.7,3.6,3.3,3.3,3.2,3.2,..,..,..,..,..
Iceland,ISL,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,3.4522,3.4995,3.6067,3.6354,3.6276,3.6271,3.647,3.6927,3.7247,3.6919,3.5654,3.457,3.5084,3.5719,3.6317,3.7826,3.8857,3.9701,..,..
India,IND,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,..,0.69,0.8999999762,..,0.9,..,..,..,..,..,0.7,..,..,..,..,..,..,..,..
India,IND,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,0.5276,0.5386,0.557,0.5644,0.5735,0.5776,0.5869,0.6002,0.6154,0.6237,0.6634,0.7394,0.6997,0.7182,0.7256,..,0.7592,0.7776,..,..
Indonesia,IDN,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,..,0.6,..,..,..,..,..,..,..,0.6,..,0.9,..,..,1.2,..,..,..,..
Indonesia,IDN,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,0.162,..,..,0.1338,..,..,0.13,0.288,..,0.1443,0.1391,..,0.3075,0.3118,..,0.274,..,0.3777,..,..
"Iran, Islamic Rep.",IRN,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1.6,1.6,1.6,1.6,1.6,1.7,1.7,1.7,1.4,1.4,1.7,1.7,0.1,1.5,1.5,..,..,..,..,..
"Iran, Islamic Rep.",IRN,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,..,..,..,..,0.8732,0.8786,0.531,..,..,..,0.89,..,..,..,1.4862,1.14,..,..,..,..
Iraq,IRQ,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1.2,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.4,..,..,..,..,..
Iraq,IRQ,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,..,0.543,..,..,0.658,0.66,..,0.528,..,..,0.6416,..,..,..,0.8607,..,0.84,0.8217,..,..
Ireland,IRL,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,6.2,5.9,5.8,5.7,5.7,5.5,5.3,5.2,4.9,3.2,3,2.9,2.8,2.8,..,..,..,..,..,..
Ireland,IRL,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,2.2,2.4,2.4,2.6,2.786,..,2.347,3.08,3.187,..,..,2.6198,2.6613,2.6414,2.7702,2.7819,2.9536,3.0861,..,..
Isle of Man,IMN,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,..,..,..,..,1.76939461735904,1.58474325890611,..,..,1.58427938375929,..,..,..,..,..,..,..,..,..,..
Isle of Man,IMN,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,..,..,..,..,..,..,..,..,..,..,1.449,..,..,..,..,..,..,..,..,..
Israel,ISR,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,3.7,3.8,3.8,3.8,3.7,3.7,3.4,5.8,3.2,3.2,3.2,3.1,3.1,3.1,..,..,..,..,..,..
Israel,ISR,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,3.766,3.91,..,3.82,..,..,3.67,3.633,..,..,3.4114,3.3427,3.3423,3.5375,3.0844,3.1906,3.2176,..,..,..
Italy,ITA,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,4.7,4.6,4.4,4.2,4,4,3.9,3.8,3.7,3.6,3.6,3.5,3.4,..,..,..,..,..,..,..
Italy,ITA,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,4.2,4.4,4.4,4.1,4.203,..,3.7,..,4.242,3.802,..,..,3.8608,3.9371,3.9588,3.9174,4.0323,4.0931,..,..
Jamaica,JAM,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,1.5,1.5,1.3999999762,1.8,1.7,2,1.7,..,1.7,1.8,..,1.7,1.7,..,..,..,..,..,..
Jamaica,JAM,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,..,..,..,0.8306,..,..,..,..,0.3953,..,..,..,0.3541,0.4688,0.3815,0.4175,0.4588,1.3199,..,..
Japan,JPN,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,14.6999998093,12.9,14.3999996185,14.3000001907,13.9,14.1,13.98,..,13.8,13.7,..,..,13.4,..,..,..,..,..,..,..
Japan,JPN,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,2.0057,..,2.0538,..,2.1088,..,2.164,..,2.2302,..,2.247,..,2.274,..,2.3414,..,2.4118,..,..,..
Jordan,JOR,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1.7,1.7,1.7,1.7,1.7,1.7,1.9,1.9,1.8,1.8,1.8,1.8,1.8,1.8,1.9,1.4,..,..,..,..
Jordan,JOR,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,1.8763,2.0462,2.2156,2.293,2.059,2.2591,2.3132,2.4671,2.246,2.1513,2.2572,..,..,2.2223,2.2312,2.8407,1.4099,2.3436,..,..
Kazakhstan,KAZ,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,7.2,7,7,7.7,7.8,7.8,7.8,7.7,7.7,7.6,7.3,7.1,7,6.7,..,..,..,..,..,..
Kazakhstan,KAZ,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,3.292,3.302,3.612,3.539,3.6,3.7,3.88,3.877,3.7,3.687,3.4867,3.5279,3.4684,3.4795,3.2522,..,..,..,..,..
Kenya,KEN,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,..,1.9,..,1.4,..,1.4,..,..,..,1.4,..,..,..,..,..,..,..,..,..
Kenya,KEN,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,..,..,0.1357,..,..,..,..,..,0.1692,0.1714,0.1724,0.1777,0.1854,0.1937,0.1988,..,..,..,..,..
Kiribati,KIR,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,..,..,..,1.5,1.51,..,..,..,1.5,1.4,1.3,..,..,..,1.9,..,..,..,..
Kiribati,KIR,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,..,..,..,..,..,..,..,..,0.2541,0.327,0.3996,0.1433,..,0.2028,..,..,..,..,..,..
"Korea, Dem. People’s Rep.",PRK,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,..,13.2,..,..,..,..,..,..,..,14.3,..,13.2,..,..,..,..,..,..,..
"Korea, Dem. People’s Rep.",PRK,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,..,..,..,3.1691,..,..,..,..,3.2846,..,..,2.777,3.4389,..,3.4973,..,3.6922,3.6745,..,..
"Korea, Rep.",KOR,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,6.0999999046,6.0999999046,6.6,7.0999999046,8.6,..,8.64,..,12.3,10.3,..,..,10.3,..,..,11.5,..,..,..,..
"Korea, Rep.",KOR,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,1.3,1.4,1.5,1.573,1.6907,1.7527,1.8041,1.8645,1.9319,1.9934,1.9836,2.0378,2.0843,2.1708,2.2168,2.2596,2.3124,2.3661,..,..
Kosovo,XKX,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kosovo,XKX,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kuwait,KWT,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,2.4,2.3,2.2,2.2,2.1,1.9,1.9,1.9,1.8,2,2,1.9,2.2,2.2,2,..,..,..,..,..
Kuwait,KWT,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,..,..,..,1.9,1.5,1.8,1.4521,1.8818,1.8833,1.8944,2.4245,2.4383,2.4323,2.4825,2.588,2.5789,..,..,..,..
Kyrgyz Republic,KGZ,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,7,6.2,5.5,5.3,5.1,5.1,5.1,5.1,5,4.8,4.8,4.7,4.6,4.5,..,..,..,..,..,..
Kyrgyz Republic,KGZ,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,2.823,2.679,2.6,2.6,2.5,..,2.39,2.301,2.4822,2.4594,1.8953,1.927,1.9124,1.9068,1.876,..,..,..,..,..
Lao PDR,LAO,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,..,0.9,..,..,1.2,..,..,..,..,0.7,..,1.5,..,..,..,..,..,..,..
Lao PDR,LAO,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,0.2847,..,..,..,0.3531,0.2805,..,..,..,0.1968,0.8306,..,0.1808,0.4525,0.4997,..,..,..,..,..
Latvia,LVA,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,8.8,8.3,7.9,8,7.9,7.9,7.8,7.8,7.8,6.7,5.7,5.9,5.9,5.8,..,..,..,..,..,..
Latvia,LVA,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,3.4118,3.2832,3.3959,3.4188,3.5486,3.6443,3.7484,3.6452,3.8846,3.7123,3.0758,3.0853,3.0952,3.1473,3.1804,3.1736,3.1946,..,..,..
Lebanon,LBN,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,3.1,3,3,3,3,3.6,3.6,3.4,3.4,3.5,3.5,3.5,3.5,2.9,2.9,..,..,..,..,..
Lebanon,LBN,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,..,3.4242,..,..,..,..,2.8984,2.7373,..,..,2.6707,2.9705,..,2.52,2.3168,2.3478,2.2485,2.271,..,..
Lesotho,LSO,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,..,..,..,..,..,1.3,..,..,..,..,..,..,..,..,..,..,..,..,..
Lesotho,LSO,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,..,..,..,0.0464,..,..,..,..,..,..,0.0676,..,..,..,..,..,..,..,..,..
Liberia,LBR,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,..,..,..,..,..,..,..,..,0.7,0.8,..,..,..,..,..,..,..,..,..
Liberia,LBR,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,..,..,..,..,0.0324,..,..,..,0.0139,..,0.0228,..,..,..,..,0.0373,..,..,..,..
Libya,LBY,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,4.1,3.9,3.9,3.9,3.9,3.4,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,..,..,..,..,..
Libya,LBY,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,..,..,..,..,1.2393,..,..,..,1.8442,1.9619,1.9,..,..,..,2.1107,1.95,..,2.1581,..,..
Liechtenstein,LIE,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Liechtenstein,LIE,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lithuania,LTU,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,8.8,8.3,8.1,7.9,7.6,7.3,7.1,7.2,6.8,6.8,7.2,7.4,7.4,7.3,..,..,..,..,..,..
Lithuania,LTU,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,4.01,4.027,..,..,..,..,3.95,4.034,3.664,..,3.9138,4.0284,4.1497,4.2205,4.2646,4.2993,4.337,..,..,..
Luxembourg,LUX,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,6.1999998093,6.0999999046,6,6,6.4,5.8,5.7,5.7,5.6,5.6,5.4,5.3,5.2,5.1,4.9,4.8,..,..,..,..
Luxembourg,LUX,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,2.5,2.5,2.6,2.7,2.73,2.852,..,2.862,..,..,2.7643,2.7486,2.7761,2.7997,2.8564,2.9222,2.9234,3.0266,..,..
"Macao SAR, China",MAC,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Macao SAR, China",MAC,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Madagascar,MDG,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,..,0.4199999869,..,..,0.3,..,..,..,..,0.2,..,..,..,..,..,..,..,..,..
Madagascar,MDG,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,..,0.087,0.1362,0.1476,0.1562,0.1801,0.1705,0.1813,0.186,0.1813,0.1953,0.144,0.1427,..,0.1812,..,..,..,..,..
Malawi,MWI,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,..,..,..,..,..,..,1.1,..,..,..,1.3,..,..,..,..,..,..,..,..
Malawi,MWI,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,..,..,..,0.011,0.021,..,..,..,0.018,0.018,0.019,..,..,..,..,..,0.0157,..,..,..
Malaysia,MYS,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,1.8,..,..,..,1.8,1.9,1.76,..,1.8,1.8,1.79,1.9,..,..,1.9,..,..,..,..
Malaysia,MYS,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,0.6964,..,0.7033,..,..,..,..,..,0.9259,..,1.1731,1.2784,1.3273,..,..,1.5132,..,..,..,..
Maldives,MDV,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1.7000000477,..,2.26,2.3,..,2.6,..,..,..,4.3,..,..,..,..,..,..,..,..,..,..
Maldives,MDV,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,0.777,..,..,..,0.9729,..,..,1.6424,..,1.4838,1.4403,..,..,..,1.8863,3.1381,1.0379,..,..,..
Mali,MLI,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,..,..,..,..,0.3,..,..,0.6,..,0.1,..,..,..,..,..,..,..,..,..
Mali,MLI,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,0.044,..,..,..,0.085,..,..,0.0775,0.049,0.0922,0.1019,0.1035,0.1069,..,..,..,0.1393,..,..,..
Malta,MLT,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,5.5,7.6,7.5,7.4,7.5,7.4,7.6,7.8,7.4,4.9,4.5,4.4,4.7,4.8,4.7,..,..,..,..,..
Malta,MLT,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,2.654,2.926,..,3.183,..,..,3.88,3.351,..,3.073,3.0738,3.1525,3.2818,3.4641,3.6795,3.826,..,..,..,..
Marshall Islands,MHL,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,..,..,..,..,..,..,..,..,2.7,2.7,..,..,..,..,..,..,..,..,..
Marshall Islands,MHL,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,0.471,..,..,..,..,..,..,0.595,0.456,..,0.6107,0.6286,0.4554,..,..,..,..,..,..,..
Mauritania,MRT,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,..,..,..,..,..,0.4,..,..,..,..,..,..,..,..,..,..,..,..,..
Mauritania,MRT,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,..,..,..,..,0.1029,..,..,..,..,0.1269,0.1515,..,..,0.068,0.1531,0.1655,..,0.179,..,..
Mauritius,MUS,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,..,..,..,..,3,..,..,3.3,..,..,3.4,..,..,..,..,..,..,..,..
Mauritius,MUS,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,..,..,..,..,1.0718,..,..,1.1549,1.17,1.1857,1.2019,1.4468,1.3739,1.6299,1.9321,2.0246,..,..,..,..
Mexico,MEX,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1.1000000238,1.1000000238,1.1000000238,1,1,..,1.6,1.7,1.6,1.6,1.7,1.5,1.5,1.6,..,1.5,..,..,..,..
Mexico,MEX,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,1.9259,1.5,1.5,1.5,2.893,1.749,1.864,1.888,1.925,1.959,2.1747,2.0405,2.0497,2.0915,2.1383,2.2513,2.2478,..,..,..
"Micronesia, Fed. Sts.",FSM,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,2.8,..,..,..,..,3.3,3.31,..,..,3.2,..,..,..,..,..,..,..,..,..,..
"Micronesia, Fed. Sts.",FSM,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,0.5959,..,..,0.5618,..,0.5838,..,..,0.6124,0.1923,0.177,..,..,..,..,..,..,..,..,..
Moldova,MDA,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,6,5.9,5.8,6.7,6.4,6.4,6.3,6.1,6.1,6.2,6.2,6.2,6.2,5.8,..,..,..,..,..,..
Moldova,MDA,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,3.18,2.694,..,2.636,..,..,2.66,2.668,..,..,2.439,2.4673,2.4695,2.5619,2.5389,3.2002,..,..,..,..
Monaco,MCO,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,..,..,..,..,..,..,..,..,..,..,16.46,13.8,..,..,..,..,..,..,..
Monaco,MCO,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,..,..,..,..,..,..,..,..,..,..,..,6.6667,6.7196,6.5789,6.5617,..,..,..,..,..
Mongolia,MNG,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,..,7.5,..,6,..,6.4,6.11,..,5.9,5.8,6.75,7,..,..,..,..,..,..,..
Mongolia,MNG,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,..,..,2.7548,..,..,..,..,..,2.8857,2.6759,2.7637,2.8763,3.0549,3.1059,3.1807,3.2426,2.8866,..,..,..
Montenegro,MNE,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,4.2,4.3,4.2,4.2,4.2,4.2,4.1,4,3.9,3.9,4,4,4,..,..,..,..,..,..,..
Montenegro,MNE,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,..,..,..,..,..,..,2.03,1.986,..,2.087,2.0311,2,2.0227,2.1336,2.1794,2.3337,..,..,..,..
Morocco,MAR,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1.1,0.9,1.1,0.8,0.9,0.9,0.9,0.9,1.1,1.1,1.1,0.9,0.9,0.9,1.1,..,..,..,..,..
Morocco,MAR,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,..,0.483,..,..,0.5299,..,..,0.5851,..,0.6465,0.62,..,..,0.63,0.6104,..,..,0.7273,..,..
Mozambique,MOZ,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,..,..,..,..,..,0.8,0.8,..,..,..,0.7,..,..,..,..,..,..,..,..
Mozambique,MOZ,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,0.024,..,..,..,0.0253,..,0.0254,..,0.026,0.0443,0.0473,0.0508,0.0529,0.0549,..,..,..,0.0735,..,..
Myanmar,MMR,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,0.7,..,0.63,..,..,..,0.6,..,..,..,..,..,0.9,..,..,..,..,..,..,..
Myanmar,MMR,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,0.302,..,..,..,0.3701,0.3833,0.4197,0.4433,0.4792,0.4927,0.5271,0.5554,0.5851,..,..,..,0.6214,0.864,..,..
Namibia,NAM,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,..,..,..,..,..,3.3,..,..,2.7,..,..,..,..,..,..,..,..,..,..
Namibia,NAM,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,..,..,..,..,0.2976,..,..,0.3721,..,..,0.374,..,..,..,..,..,..,..,..,..
Nauru,NRU,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,..,..,..,3.5,..,..,3.5,..,..,5,..,..,..,..,..,..,..,..,..
